Ke_SSE,Jm_SSE,Bm_SSE,Eff_SSE,Ke_Abs,Jm_Abs,Bm_Abs,Eff_Abs,Ke_RMSE,Jm_RMSE,Bm_RMSE,Eff_RMSE,Ke_NMSE,Jm_NMSE,Bm_NMSE,Eff_NMSE
0.0415780070585427,0.00117121376160534,1.0006805245679e-09,0.498708170858174,0.0481719647631046,0.00127301999735508,1.03760732537255e-09,0.588714828476592,0.0400776677893757,0.00166744866520225,1.7630064834507e-05,0.736587234847072,0.0320621112862698,0.00127586357429633,8.55814473357468e-05,0.704563246660475
0.05404409259366,0.00104018368476464,6.43944834481968e-07,0.540921005941973,0.0542446430965931,0.00108692852972319,8.22688320520794e-07,0.655015720041175,0.0447631053496655,0.00103337250543653,0.00010796065075956,0.648876440831249,0.0423624151050254,0.00108828995178861,0.000142938505464557,0.722106141967434
0.0345631026099656,0.000815503633925729,0.000386287260804233,0.98733997193513,0.0612192795315022,0.000598874852337233,1.4679465090821e-09,0.490251587038189,0.0566270606605931,0.000844782401787414,8.96274366847907e-05,0.624067821539087,0.0486471739709012,0.000835838152803696,0.000199774461577706,0.718825845321992
0.0727541994347678,0.000560944948148191,1.0088288583852e-09,0.683526181083474,0.0637996470608533,0.000458929526723069,0.000117338234307156,0.732792967085921,0.0696070497865712,0.000695709783335645,7.72856436355141e-05,0.886174001667173,0.052961044672,0.000421225284511186,0.000294439299520956,0.70555139617022
0.0822288603362129,1.00000368303564e-09,1.00095658100617e-09,0.565470028201889,0.0743388836733458,0.000196861344919021,0.000124013615519032,0.989999545016272,0.0822287799215423,1.00637081844691e-09,3.03449208770883e-09,0.690164131872664,0.0822061883433006,2.41155293793527e-09,4.48017846489785e-07,0.602858225959017
0.0539258611725928,1.9430913912391e-05,0.00011739173863411,0.423936944887414,0.0598743758267924,5.59330681582779e-05,0.000148372319344069,0.989603705113732,0.0534527678128614,3.40494439619509e-05,0.000213283702448618,0.749556048942574,0.0579947441689609,4.35393403696884e-05,0.000179561630268015,0.880811041385369
0.0669526998794364,3.00882802308274e-05,1.2047298806067e-09,0.521056628136904,0.0621539827065857,5.77165233573397e-05,9.48621607437597e-05,0.987040555489798,0.0516193946428623,3.20362112357854e-05,0.00022854673703159,0.725307953838939,0.0593815668609233,3.50661237777379e-05,0.000123028170404233,0.687360943313686
0.0667045212809034,5.51354436973124e-05,1.07773608729319e-06,0.887902862550478,0.0628723483120901,4.94405343353292e-05,4.8622638668847e-05,0.864680440529395,0.0602414947821928,4.14452696132157e-05,0.000115713836154534,0.741296239862321,0.0494329157462031,3.28839319132057e-05,0.000245526881395991,0.720473426405731
0.0814919649554158,0.000151737539134116,0.000178309975508059,0.82743441634173,0.0589589247173812,0.000105979770424379,0.000552614692845144,0.93944682615401,0.0714149009264215,0.000110950540446063,0.00032883208655241,0.691766961423557,0.0838214956150059,0.000131274559959908,0.000100109797104271,0.695587364308381
0.0883313617640902,0.000101041382890514,1.98237435912708e-09,0.928864479852911,0.0846288077462335,0.000109581581597828,4.9733518308336e-06,0.985984306594411,0.0671641338819536,5.98585728509785e-05,0.000412741677040299,0.729245546614135,0.0741724893077732,6.27264386466712e-05,0.000288539028013167,0.690120530166737
0.0866697206410335,0.000100616466507785,1.53207671006787e-06,0.986224836635904,0.0816728102685836,9.504381664377e-05,3.78318216752339e-05,0.980314255914332,0.0649204484365657,5.48659824498056e-05,0.00040768184527208,0.723771888364968,0.0645234019759876,5.41285248779934e-05,0.000409616187367589,0.718608641575512
0.0647312186808316,0.000122316355276586,0.000193589842368506,0.989999349025678,0.0640318382789885,0.000104792660661618,0.000143771124630739,0.734648258740804,0.066727910647044,0.000109075919425766,0.000127145441775903,0.855999508405527,0.0472969615064494,7.1384173015052e-05,0.000364560944621117,0.774126333735656
0.0685360456111349,5.23564125878465e-05,3.10742432097399e-09,0.989998398854826,0.0658360822756538,4.05252832566562e-05,5.74123975423468e-05,0.987022977898671,0.0668342732855861,3.16894085402482e-05,2.78516705368634e-05,0.61500151125853,0.0614903944475208,2.52236697022588e-05,9.20588763534227e-05,0.533754527233333
0.077514726789954,7.49866840427606e-05,2.55127723541404e-09,0.98828870086687,0.0771136049837132,4.66433251897048e-08,9.82146274931889e-07,0.92588506789401,0.0783471823424593,1.06789090073752e-09,1.83994644370708e-09,0.930545193728134,0.0721915474092067,5.29479589147459e-05,0.000114895212054841,0.750976917988248
0.0688787173421852,4.65646850819957e-05,6.09433047086113e-07,0.986227292989038,0.0683618435461549,3.46898350410932e-05,1.09837002543497e-09,0.87946242116867,0.0683544551844753,2.78036922661729e-05,8.83153965470682e-06,0.593670192939412,0.0677525878283056,2.39857347598284e-05,1.60147388575579e-05,0.516811417610529
0.0682173179015498,8.26532154573682e-05,1.01372615304802e-09,0.812157536572856,0.0685426256452797,7.14292799584909e-05,1.42690958496557e-06,0.985450636733134,0.0517336946529436,5.45836046405342e-05,0.000241257235089714,0.710670830299314,0.0744980354804271,4.08679090771017e-08,5.6133212539473e-05,0.868380183209548
0.0673501149168441,8.86893100483004e-05,1.09819234956542e-09,0.774978327345841,0.0661283976014015,1.00001074155621e-09,7.22103640697578e-05,0.989689642703438,0.0509515905072387,6.19220849839123e-05,0.000238906180770762,0.718239256033485,0.0598610075839835,7.59949647366041e-05,0.000133596950695545,0.748590541923429
